toolname,answer_id,question_id,comment_count,creation_date,is_accepted,last_activity_date,owner_reputation,owner_id,score,body
Datadog,62818348,62818107,3,"2020/07/09, 18:25:43",True,"2020/07/13, 17:33:38",6777,7875623,3,"<pre><code>public class MyLoggingSentEventNotifer extends EventNotifierSupport {

  public void notify(EventObject event) throws Exception {

    if (event instanceof ExchangeCompletedEvent) {;
      ExchangeCompletedEvent completedEvent = (ExchangeCompletedEvent) event;
      Exchange exchange = completedEvent.getExchange();
      String routeId = exchange.getFromRouteId();
      Date created = ((ExchangeCompletedEvent) event).getExchange()
                        .getProperty(Exchange.CREATED_TIMESTAMP, Date.class);
      // calculate elapsed time
      Date now = new Date();
      long elapsed = now.getTime() - created.getTime();
      log.info(&quot;Took &quot; + elapsed + &quot; millis on the route : &quot; + routeId);
    }

 }

 public boolean isEnabled(EventObject event) {
        // we only want the sent events
        return event instanceof ExchangeSentEvent;
 }

 protected void doStart() throws Exception {
        // noop
 }

 protected void doStop() throws Exception {
        // noop
 }

}

context.getManagementStrategy().addEventNotifier(new MyLoggingSentEventNotifer());
</code></pre>
<p><strong>Reference</strong></p>
<p><a href=""https://people.apache.org/%7Edkulp/camel/eventnotifier-to-log-details-about-all-sent-exchanges.html"" rel=""nofollow noreferrer"">https://people.apache.org/~dkulp/camel/eventnotifier-to-log-details-about-all-sent-exchanges.html</a></p>
<p><strong>Update</strong></p>
<p>The <code>Exchange.CREATED_TIMESTAMP</code> is no longer stored as exchange property, but you should use the <code>getCreated</code> method on Exchange.</p>
"
Datadog,63516418,62298190,0,"2020/08/21, 07:12:56",False,"2020/08/21, 07:12:56",11,4392334,1,"<p>If you put in ECS Task Definition (sample from json version, but in UI also possible to setup), you should be able to configure container logs:</p>
<pre><code>&quot;logConfiguration&quot;: {
   &quot;logDriver&quot;: &quot;json-file&quot;,
   &quot;options&quot;: {
       &quot;max-size&quot;: &quot;10m&quot;,
       &quot;max-file&quot;: &quot;3&quot;
   }
}
</code></pre>
"
Datadog,62069822,62056153,2,"2020/05/28, 19:31:43",False,"2020/05/28, 19:38:33",1119,6490744,0,"<p>Since your question says <em>is there a way to inspect inside/after each task completes</em> - I'm assuming you haven't tried this celery-result-backend stuff. So you could check out this feature which is provided by Celery itself : <em><code>Celery-Result-Backend / Task-result-Backend</code></em> .
It is very useful for storing results of your celery tasks.
Read through this => <a href=""https://docs.celeryproject.org/en/stable/userguide/configuration.html#task-result-backend-settings"" rel=""nofollow noreferrer"">https://docs.celeryproject.org/en/stable/userguide/configuration.html#task-result-backend-settings</a> </p>

<hr>

<p>Once you get an idea of how to setup this result-backend, Search for <code>result_extended</code> key (in the same link) to be able to add <code>queue-names</code> in your task return values.</p>

<p>Number of options are available - Like you can setup these results to go to any of these :</p>

<pre><code>Sql-DB / NoSql-DB / S3 / Azure / Elasticsearch / etc 
</code></pre>

<hr>

<p>I have made use of this <em><code>Result-Backend</code></em> feature with <em><code>Elasticsearch</code></em> and this how my task results are stored :</p>

<p><a href=""https://i.stack.imgur.com/hnn3S.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/hnn3S.png"" alt=""enter image description here""></a></p>

<p>It is just a matter of adding few configurations in <code>settings.py</code> file as per your requirements. Worked really well for my application. And I have a weekly cron that clears only <code>successful results</code> of tasks - since we don't need the results anymore - and I can see only <code>failed results</code> <em>(like the one in image).</em></p>

<p>These were main keys for my requirement : <code>task_track_started</code> and <code>task_acks_late</code> along with <code>result_backend</code></p>
"
Datadog,60517002,60516923,1,"2020/03/04, 01:27:31",True,"2020/03/04, 01:27:31",25945,11923999,1,"<p>Try <code>recover</code> to catch all panics and log them. Without that, it'll write the panic msg to stderr:</p>

<pre><code>func main() {
   defer func() {
        if r := recover(); r != nil {
            logger.Errorf(""Panic: %v"", r)
            os.Exit(1)
        }
    }()
    // rest of main here
}
</code></pre>
"
Datadog,59605166,59549130,2,"2020/01/06, 01:37:29",True,"2020/01/06, 01:37:29",5837,9090751,3,"<p>You can override the default <code>TracingInstrumentation</code> with your own implementation. It will be picked automatically due to the @ConditionalOnMissingBean annotation in the <a href=""https://github.com/graphql-java-kickstart/graphql-spring-boot/blob/08395c9c458f00cdc68076ed4926162f063b1251/graphql-spring-boot-autoconfigure/src/main/java/com/oembedler/moon/graphql/boot/GraphQLInstrumentationAutoConfiguration.java#L45"" rel=""nofollow noreferrer"">GraphQLInstrumentationAutoConfiguration</a> class. Here is a simple example that adds two custom metrics: <strong>graphql.counter.query.success</strong> and <strong>graphql.counter.query.error</strong>:</p>

<pre class=""lang-java prettyprint-override""><code>@Component
public class CustomMetricsInstrumentation extends TracingInstrumentation {

    private static final String QUERY_STATUS_COUNTER_METRIC_NAME = ""graphql.counter.query"";
    private static final String OPERATION_NAME_TAG = ""operationName"";
    private static final String UNKNOWN_OPERATION_NAME = ""unknown"";

    private MeterRegistry meterRegistry;

    public CustomMetricsInstrumentation(MeterRegistry meterRegistry) {
        this.meterRegistry = meterRegistry;
    }

    @Override
    public CompletableFuture&lt;ExecutionResult&gt; instrumentExecutionResult(ExecutionResult executionResult,
                                                                        InstrumentationExecutionParameters parameters) {

        String status = CollectionUtils.isEmpty(executionResult.getErrors()) ? ""success"" : ""error"";
        String operation = parameters.getOperation() != null ? parameters.getOperation() : UNKNOWN_OPERATION_NAME;
        Collection&lt;Tag&gt; tags = Arrays.asList(Tag.of(OPERATION_NAME_TAG, operation));

        meterRegistry.counter(QUERY_STATUS_COUNTER_METRIC_NAME + ""."" + status, tags).increment();

        return super.instrumentExecutionResult(executionResult, parameters);
    }
}
</code></pre>

<p>My application.yaml, just in case:</p>

<pre><code>graphql:
  servlet:
    tracing-enabled: true
    actuator-metrics: true
management:
  endpoint:
  metrics:
    enabled: true
  endpoints:
    web:
      exposure:
        include: health,metrics
</code></pre>

<p>I'm using spring-boot-starter-parent:2.2.2.RELEASE, graphql-spring-boot-starter:6.0.0</p>

<p>I hope it helps.</p>
"
Datadog,66324527,59102943,0,"2021/02/23, 00:44:33",False,"2021/02/23, 00:44:33",1,15263108,0,"<p>Avg CPU usage may not give better view. Check if max CPU utilization is getting around 100%. If so, you may need to optimize on ES side.</p>
"
Datadog,55834007,55832300,2,"2019/04/24, 18:48:15",False,"2019/04/24, 18:48:15",5656,11374921,1,"<p>You should understand how cluster autoscaler works. It is responsible <strong>only</strong> for adding or removing nodes. It is not responsible for creating or destroying pods. So in your case cluster autoscaler is not doing anything because it's useless. Even if you add one more node - there will be still a requirement to run DaemonSet pods on nodes where is not enough CPU. That's why it is not adding nodes.</p>

<p>What you should do is to manually remove some pods from occupied nodes. Then it will be able to schedule DaemonSet pods.</p>

<p>Alternatively you can reduce CPU requests of Datadog to, for example, 100m or 50m. This should be enough to start those pods.</p>
"
Datadog,57509622,55832300,3,"2019/08/15, 15:24:55",True,"2019/08/19, 13:40:01",1425,1837991,4,"<p>You can add priorityClassName to point to a high priority PriorityClass to your DaemonSet. Kubernetes will then remove other pods in order to run the DaemonSet's pods. If that results in unschedulable pods, cluster-autoscaler should add a node to schedule them on.</p>

<p>See <a href=""https://kubernetes.io/docs/concepts/configuration/pod-priority-preemption/"" rel=""nofollow noreferrer"">the docs</a> (Most examples based on that) (For some pre-1.14 versions, the apiVersion is likely a beta (1.11-1.13) or alpha version (1.8 - 1.10) instead)</p>

<pre class=""lang-yaml prettyprint-override""><code>apiVersion: scheduling.k8s.io/v1
kind: PriorityClass
metadata:
  name: high-priority
value: 1000000
globalDefault: false
description: ""High priority class for essential pods""
</code></pre>

<p>Apply it to your workload</p>

<pre class=""lang-yaml prettyprint-override""><code>---
apiVersion: extensions/v1beta1
kind: DaemonSet
metadata:
  name: datadog-agent
spec:
  template:
    metadata:
      labels:
        app: datadog-agent
      name: datadog-agent
    spec:
      priorityClassName: high-priority
      serviceAccountName: datadog-agent
      containers:
      - image: datadog/agent:latest
############ Rest of template goes here
</code></pre>
"
Datadog,54660782,54660692,0,"2019/02/13, 02:35:57",True,"2019/02/13, 03:15:24",185548,152948,1,"<p>Here are two ways that work:</p>

<p>1.</p>

<pre><code>jq '.services
    | . as $services
    | keys_unsorted
    | map( select($services[.] | has(""build"")) )'
</code></pre>

<p>(Drill down to <code>.services</code>, remember it as <code>$services</code> for later use, get the list of keys, and select the ones such that the corresponding value in <code>$services</code> has a <code>build</code> key).</p>

<p>2.</p>

<pre><code>jq '.services
    | to_entries
    | map( select(.value | has(""build"")) | .key)'
</code></pre>

<p>(Drill down to <code>.services</code>, convert to a list of <code>{""key"": ..., ""value"": ...}</code> objects, select the ones where the <code>.value</code> has a <code>build</code> key, and return the <code>.key</code> for each).</p>

<p>The second is probably more idiomatic jq, but the first provides an interesting way to think about the problem as well.</p>
"
Datadog,54660903,54660692,0,"2019/02/13, 02:51:04",False,"2019/02/13, 08:06:26",70657,997358,2,"<p>Here's a third approach, notable for being oblivious to the upper reaches:</p>

<pre><code>[(paths(scalars) 
  | select(.[-1] == ""build"")) as $p
 | getpath($p)]
</code></pre>
"
Datadog,53328483,53323761,1,"2018/11/15, 23:58:41",False,"2018/11/15, 23:58:41",1283,10657880,0,"<p>Have you tried to mock the <code>datalog</code> module inside your function <code>test</code>? As long as your other scripts are not running concurrently with your test, this may work. That way the mock itself will be set only when the function is called, instead of being set in your script scope.</p>
"
Datadog,53363259,53323761,0,"2018/11/18, 18:50:17",False,"2018/11/18, 18:50:17",1223,1939996,0,"<p>You could use <code>unittest.mock.patch</code>. If you are using pytest you can do the same with the <code>monkeypatch</code> fixture. </p>

<pre><code>from datadog import statsd
from unittest.mock import Mock, patch

def some_function():
    statsd.increment()

def test_some_function():
    with patch('datadog.statsd', Mock()) as mock_statsd:
        some_function()
    mock_statsd.increment.assert_called()

test_some_function()
</code></pre>
"
Datadog,52703220,52703024,0,"2018/10/08, 16:16:52",False,"2018/10/08, 16:16:52",9507,1312478,0,"<p>I have used many of solutions you mentioned. Splunk is good but it becomes really expensive if you have huge amount of data. You could have always used Cloudwatch Logs but it doesn't give you so much on visual part..</p>

<p>I will recommend ELK (ElasticSearch, Logstash, Kibana) stack. It is a very standard solution; in which logs are stored in Elastic Search. Kibana is used for visualization of logs. This works in almost real time.</p>

<p>If you have very specific dashboards; then you can always create custom dashboards using some front end technologies like AngularJS etc. but if visual part is really huge and very flexible then I feel ELK is better.</p>
"
Datadog,52703399,52703024,0,"2018/10/08, 16:27:05",False,"2018/10/08, 16:27:05",1508,1623047,0,"<p>ELK (ElasticSearch, Logstash, Kibana) stack is a really good solution for what you are looking for, but in some cases ELK is not going to be able to get some metrics, in this case you have some solutions like create your own <strong>beat</strong> program to get the information or use another program to gather this metrics like Apache NiFi.</p>
"
Datadog,52703411,52703024,0,"2018/10/08, 16:27:49",False,"2018/10/08, 16:27:49",3533,6619626,1,"<p>You can use AWS CloudWatch, create a log stream for each of your application or service.
Define your custom metrics, create a dashboard and alert.</p>

<p>It's not limited to AWS things; you can use CloudWatch log agent for On-premises services or software on your local network.</p>

<p>For more information read the following article by Jeff Barr</p>

<p><a href=""https://aws.amazon.com/blogs/aws/cloudwatch-log-service/"" rel=""nofollow noreferrer"">https://aws.amazon.com/blogs/aws/cloudwatch-log-service/</a></p>

<p>and </p>

<p><a href=""https://aws.amazon.com/blogs/aws/improvements-to-cloudwatch-logs-dashboards/"" rel=""nofollow noreferrer"">https://aws.amazon.com/blogs/aws/improvements-to-cloudwatch-logs-dashboards/</a></p>

<p>FYI: we already monitor a lot of application and service inside and outside of AWS by CloudWatch, and it works like a charm.</p>
"
Datadog,52692334,52689144,5,"2018/10/07, 22:57:28",True,"2018/10/08, 13:07:16",3260,950762,0,"<p>It seems normal because <code>Ansible</code> does not refer to Python virtual environment in your case:</p>

<pre><code>ansible python module location = /usr/local/Cellar/ansible/2.6.3/libexec/lib/python2.7/site-packages/ansible
executable location = /usr/local/bin/ansible-playbook
</code></pre>

<p>In <code>virtualenv</code> non-installed packages are initialized from real system environment. So you can achieve it by setting up <code>Ansible</code> within <code>virtualenv</code>  </p>

<p>Have a look at this example:</p>

<pre><code>my_user@my_machine:~$ ansible --version
ansible 2.6.3
  ansible python module location = /usr/local/lib/python2.7/dist-packages/ansible
  executable location = /usr/local/bin/ansible
  python version = 2.7.15rc1 (default, Apr 15 2018, 21:51:34) [GCC 7.3.0]
</code></pre>

<p>After installation of <code>Ansible</code> in <code>virtualenv</code></p>

<pre><code>(py_venv) my_user@my_machine:~$ pip install ansible==2.5.5
</code></pre>

<p><code>Ansible</code> refers to the paths of Python virtual environment:</p>

<pre><code>(py_venv) my_user@my_machine:~$ ansible --version
ansible 2.5.5
  ansible python module location = /home/my_user/py_venv/local/lib/python2.7/site-packages/ansible
  executable location = /home/my_user/py_venv/bin/ansible
  python version = 2.7.15rc1 (default, Apr 15 2018, 21:51:34) [GCC 7.3.0]
</code></pre>

<p>ps: Need to deactivate and activate again the <code>virtualenv</code> once to load the <code>Ansible</code> from virtual environment after the installation.</p>
"
Datadog,52834860,51690297,0,"2018/10/16, 14:52:14",False,"2018/10/16, 14:52:14",160,9716385,2,"<p>To get you started: Create a timelion expression: </p>

<pre><code>.es(index=metricbeat-*, metric='avg:system.process.cpu.total.pct',split='beat.name:10').trim().fit(scale).multiply(1000).movingaverage(5).label(label='cpu usage % : ',regex='.*name.*:').label(label='',regex='&gt;.*')
</code></pre>
"
Datadog,52959391,51690297,1,"2018/10/24, 03:10:30",False,"2018/10/24, 03:10:30",2567,7983309,4,"<p>What you are looking for is achievable using Visual Builder visualization</p>

<p>See <a href=""https://www.elastic.co/guide/en/kibana/6.1/time-series-visualizations.html"" rel=""nofollow noreferrer"">https://www.elastic.co/guide/en/kibana/6.1/time-series-visualizations.html</a></p>

<p>Aggregate <code>Max</code> or <code>Avg</code> on <code>system.cpu.total.pct</code></p>

<p>Group By <code>Terms</code> By <code>beat.hostname.keyword</code></p>

<p>The visualization will show CPU usage in % for all hosts sending metrics to your cluster. If you add more hosts those will show up too!</p>
"
Datadog,55875339,51690297,0,"2019/04/27, 00:53:24",False,"2019/04/27, 00:53:24",12414,33204,0,"<p>This is just to illustrate @ben5556's answer with an image.</p>

<p><a href=""https://i.stack.imgur.com/gaZEB.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/gaZEB.png"" alt=""ss""></a></p>

<h3>Legend</h3>

<ol>
<li>Aggregation set to <code>Max</code></li>
<li>Field to collect data from <code>system.process.summary.total</code></li>
<li>How to group by <code>Term</code></li>
<li>What to group by (the ""Term"") - <code>beat.hostname</code></li>
<li>How to order these terms - order by the <code>Term</code></li>
</ol>

<p><strong>NOTE:</strong> The ""Term"" is <code>beat.hostname</code>.</p>
"
Datadog,53874603,50794695,2,"2018/12/20, 21:06:35",False,"2018/12/20, 21:06:35",101,4771526,0,"<p>sorry for the delay.</p>

<p>From your error log I can't see any issues on recovery being thrown but I either don't see any connection attempts. I wonder if you have some issues with data in the group replication relay logs... </p>

<p>I suggest you open a bug if the problem still persists.
As a workaround you can try to reset the applier channel before ""START GROUP_REPLICATION"" </p>

<blockquote>
  <p>RESET SLAVE ALL FOR CHANNEL ""group_replication_applier"";</p>
</blockquote>
"
Datadog,47014916,47013899,0,"2017/10/30, 14:10:13",False,"2017/10/30, 14:10:13",3148,7925197,0,"<p>The telegraf/influxdb/grafana stack can monitor space left on disc. Kapacitor can also be added if you want alerts. If you want to specify a limit, you have to use a dedicated partition / mount point or a btrfs subvolume with quotas.</p>
"
Datadog,47016362,47013899,0,"2017/10/30, 15:22:49",False,"2017/10/30, 15:22:49",21,7688163,0,"<p>Another option is to make cron job to clean up unused docker images, unused docker volume, and exited docker container. I use this method myself.</p>
"
Datadog,46739062,46716705,0,"2017/10/14, 01:56:40",False,"2017/10/14, 01:56:40",3994,505196,0,"<p>A better approach than using DaemonSets to run your application would be to use a Deployment so that you don't tie your application to the number of nodes in your cluster.</p>

<p>You can then deploy the datadog agent image as a DaemonSet with a set <code>spec.template.spec.affinity</code> that selects nodes with a pod of your application running. This will make sure you have a datadog agent in every node where your application runs.</p>

<p>Another option is to deploy the datadog agent container in the same pod as your application container. In this case you can reach the agent through localhost and scale together, but might end up with more than an agent per node, hence my preference for a DaemonSet with an affinity.</p>
"
Datadog,46740957,46716705,0,"2017/10/14, 07:44:41",False,"2017/10/14, 07:44:41",31231,242493,0,"<p>My team ran it as a daemon set for the purposes of collecting node metrics, but only exposed it as a normal cluster IP service for the purposes of programmatically sending it data from other apps in the cluster. You don't need to expose it on a node port unless you need to access it from outside the cluster and don't have a service-aware load balancer like an ingress controller. (That would be quite a strange use case, so chances are you don't need to expose it on a node port.)</p>
"
Datadog,46411356,46407772,1,"2017/09/25, 20:56:47",True,"2017/09/25, 20:56:47",17772,1494519,3,"<pre><code>queue:default
</code></pre>

<p>is the name of the default queue.  As you state, it is ""queue:$NAME"" but namespaces (if you use them (please don't)) will also prefix the key.</p>
"
Datadog,44550799,44550138,0,"2017/06/14, 20:06:35",True,"2017/06/14, 20:06:35",1028,8020142,0,"<p>You can not set a name on the instances of docker that manages amazon. The namespaces it uses are to be able to handle the scaling of the service. Think that if you write the name and then the service you ask for more than one instance of your application, amazon could not instantiate it on the same node.</p>

<p>I hope the explanation has served.</p>
"
Datadog,44551679,44550138,0,"2017/06/14, 21:02:08",False,"2017/06/14, 21:02:08",3575,112821,4,"<p>No, there is not a way to control the name used for the container in Amazon ECS.  ECS picks a random name designed to avoid conflicts (since names must be unique in Docker; you can't have two containers with the same name) and you can see the code <a href=""https://github.com/aws/amazon-ecs-agent/blob/v1.14.3/agent/engine/docker_task_engine.go#L581-L590"" rel=""nofollow noreferrer"">here</a>.</p>

<p>However, ECS does give you a few things that might be able to help you.  There are automatically-assigned Docker labels for the task ARN, the container name in your task definition, the task definition family, the task definition revision, and the cluster; see <a href=""https://github.com/aws/amazon-ecs-agent/blob/v1.14.3/agent/engine/docker_task_engine.go#L575-L579"" rel=""nofollow noreferrer"">here</a>.  Additionally, you can assign your own custom Docker labels through the task definition.</p>
"
Datadog,39333248,39323306,9,"2016/09/05, 17:58:10",True,"2016/09/05, 17:58:10",2479,5027078,2,"<p>I just had some difficulties to determine what is exactly your second separator. you text example shows '·', but when I checked what is just after 'Elberg"" and before '2nd...', I found 4 characters : code 32 (space), code 194 (¬), code 183 (∑), code 32 (space).</p>

<p>In the script bellow, I have used the code 194. it works when I cut/paste your text example into a file. Here is the script :</p>

<pre><code>set theFile to (""/Users/RaquelBianca/Desktop/ExtractTextOutput2.txt"")
-- your separator seems to be code 32 (space), code 194 (¬), code 183 (∑), code 32 (space)
set Separator to ASCII character 194 -- is it correct ?

set theFileContents to read theFile
set myAuthor to """"
set AppleScript's text item delimiters to {""Job posted by ""}
if (count of text item of theFileContents) is 2 then
set Part2 to text item 2 of theFileContents -- this part starts just after ""Job posted by ""
set AppleScript's text item delimiters to {Separator}
set myAuthor to text item 1 of Part2
end if

log ""result=//"" &amp; myAuthor &amp; ""//"" -- show the result in variable myAuthor
</code></pre>

<p>Note : if the text does not contain ""Job posted by "", then myAuthor is ''.</p>
"
Datadog,39334390,39323306,0,"2016/09/05, 19:17:04",False,"2016/09/05, 19:17:04",1031,5390105,0,"<p>You had the right idea to use <code>AppleScript's text item delimiters</code>, but the way you tried to extract the name was giving you trouble. First, though, I'll go through some things you can do to improve your script:</p>

<pre><code>set all_lines to every text item of theFileContents
repeat with the_line in all_lines
    if ""Job posted by"" is not in the_line then
    set output to output &amp; the_line
else
    …
end repeat
</code></pre>

<p>There's no need to break the file contents into lines; AppleScript can operate on entire paragraphs or more, if desired.</p>

<p>Removing these unnecessary steps (and adding new ones to make it work on the entire file) shrinks the script considerably:</p>

<pre><code>set theFile to (""/Users/RaquelBianca/Desktop/ExtractTextOutput2.txt"")
set theFileContents to read theFile

set output to {}
set od to AppleScript's text item delimiters

if ""Job posted by"" is in theFileContents
    set AppleScript's text item delimiters to {""Job posted by""}
    set latter_part to last text item of theFileContents
    set AppleScript's text item delimiters to {"" ""}
    set last_word to last text item of latter_part
    set output to output &amp; (""$ "" &amp; last_word as string)
else
    display alert ""Poster of job listing not found""
    set output to theFileContents
end if

set AppleScript's text item delimiters to od
return output
</code></pre>

<p>This right here is what's giving you wrong output:</p>

<pre><code>set last_word to last text item of latter_part
set output to output &amp; (""$ "" &amp; last_word as string)
</code></pre>

<p>This is incorrect. It's not the <em>last</em> word you want; that's the last word of the file! To extract the poster of the job listing, change it to the following:</p>

<pre><code>repeat with theWord in latterPart
    if the first character in theWord is ""¬"" then exit repeat
    set output to output &amp; theWord
end repeat
</code></pre>

<p>Due to AppleScript's weird Unicode handling, for whatever reason the dot (·) that separates the name from the other text is converted to ""¬∑"" when run though the script. So, we look for ""¬"" instead.</p>

<p>Some last code fixes:</p>

<p>Some of your variable names use <code>the_snake_case</code>, while others use <code>theCamelCase</code>. It's generally a good idea to use one convention or another, so I fixed that, too.</p>

<p>I assumed you wanted that dollar sign in the output for whatever reason, so I kept it in. If you don't want it, just replace <code>set output to ""$ ""</code> with <code>set output to """"</code>.</p>

<p>So, your final, working script looks like this:</p>

<pre><code>set theFile to ""/Users/RaquelBianca/Desktop/ExtractTextOutput2.txt""
set theFileContents to read theFile as text

set output to ""$ ""
set od to AppleScript's text item delimiters

if ""Job posted by"" is in theFileContents then
    set AppleScript's text item delimiters to {""Job posted by""}
    set latterPart to last text item of theFileContents
    set AppleScript's text item delimiters to {"" ""}
    repeat with theWord in latterPart
        if the first character in theWord is ""¬"" then exit repeat
        set output to output &amp; theWord
    end repeat
else
    display alert ""Poster of job listing not found""
    set output to theFileContents
end if

set AppleScript's text item delimiters to od
return output
</code></pre>
"
Datadog,38986680,38986190,0,"2016/08/17, 04:08:24",False,"2016/08/17, 04:08:24",2571,2149974,0,"<p>I agree it's hard to find, the closest one I can find is this</p>

<pre><code>google.appengine.api.modules.modules.get_num_instances(module=None, version=None)source
</code></pre>

<blockquote>
  <p>Return the number of instances that are set for the given module
  version.</p>
</blockquote>

<p>This is only valid for fixed modules, an error will be raised for automatically-scaled modules. Support for automatically-scaled modules may be supported in the future.</p>

<p><a href=""https://cloud.google.com/appengine/docs/python/refdocs/google.appengine.api.modules.modules"" rel=""nofollow"">https://cloud.google.com/appengine/docs/python/refdocs/google.appengine.api.modules.modules</a></p>

<p>Btw you can also have monitoring from the StackDriver which has metric for total instance</p>
"
Datadog,38999762,38986190,5,"2016/08/17, 17:42:16",False,"2016/08/17, 17:42:16",7229,178236,4,"<p>You should also be able to use the recently GA'd App Engine Admin API to figure this out.  The nice thing about the admin API is that it's going to work for both standard and flexible:
<a href=""https://cloud.google.com/appengine/docs/admin-api/"" rel=""nofollow"">https://cloud.google.com/appengine/docs/admin-api/</a></p>

<p>Here's the endpoint that returns all of the instances for a given service/version:</p>

<p><a href=""https://cloud.google.com/appengine/docs/admin-api/reference/rest/v1/apps.services.versions.instances/list"" rel=""nofollow"">https://cloud.google.com/appengine/docs/admin-api/reference/rest/v1/apps.services.versions.instances/list</a></p>

<p>Depending on the language you're using, there's usually a nice wrapper in the form of a ""Google API client"" + language library.  </p>

<p>Hope this helps!</p>
"
Datadog,39003441,38986190,0,"2016/08/17, 21:02:18",False,"2016/08/17, 21:02:18",2646,1543502,0,"<p>If you're trying to collect stats, you might want to use the <a href=""https://cloud.google.com/monitoring/api/ref_v3/rest/v3/projects.timeSeries/list"" rel=""nofollow"">Stackdriver Monitoring API</a> to collect the timeseries values that Google has already aggregated.</p>

<p>In particular, the list of <a href=""https://cloud.google.com/monitoring/api/metrics#gcp-appengine"" rel=""nofollow"">App Engine Metrics is here</a>. For example, <code>system/instance_count</code> is the metric indicating the number of instances App Engine is running.</p>
"
Datadog,39007294,38986190,0,"2016/08/18, 01:36:25",True,"2016/08/19, 08:04:25",10698,30997,1,"<p>I hate it when SO questions only end up with partial answers, so here's a complete, working example. If you paste it into your interactive console, it should work for you. (Don't forget to set the <code>versionsId</code> to whatever your default app version is. If you know how I can get it to use the default version, please post a comment. 'default', '*', 'any', etc. all no da workie.) </p>

<p>Strictly achieved by trial and error:</p>

<pre><code>import httplib2
import logging
import time
import webapp2

from google.appengine.api.app_identity import app_identity
from googleapiclient.discovery import build
from oauth2client.client import GoogleCredentials

credentials = GoogleCredentials.get_application_default()
service =  build('appengine', 'v1', credentials=credentials)
appsId = app_identity.get_application_id()
version_list = service.apps().services().versions().list(
        servicesId='default', appsId=appsId).execute()

for version in version_list['versions']:
    if not version['id'].startswith('ah-builtin'):
        rpc_result = service.apps().services().versions().instances().list(
                versionsId=version['id'], servicesId='default',
                appsId=appsId).execute()

        if rpc_result:
            instance_list = rpc_result['instances']
        else:
            instance_list = []
        print version['id'], len(instance_list)
</code></pre>
"
Datadog,35230909,35219961,0,"2016/02/05, 20:20:41",True,"2016/02/05, 20:20:41",94,2207886,2,"<p>The easiest way to proceed is to create a custom check. You can read up on this here: <a href=""http://docs.datadoghq.com/guides/agent_checks/"" rel=""nofollow"">http://docs.datadoghq.com/guides/agent_checks/</a>. There isn't a way to take a pre-existing Nagios or Sensu plugin and have it work as is with Datadog, but looking at one of the delayed_job plugins on Github, looks like it should be pretty easy to convert to a Datadog check. If you have any issues, reach out to support either via email or #datadog on IRC.</p>
"
Datadog,43698915,43224591,0,"2017/04/29, 21:05:40",False,"2017/04/29, 21:05:40",1371,5540166,1,"<ol>
<li><p>The first step will be to make sure you have the <a href=""https://app.datadoghq.com/account/settings#agent"" rel=""nofollow noreferrer"">datadog agent running</a>, and that the APM component of it is running and ready to receive trace data from your applications (<a href=""https://github.com/DataDog/dd-agent/blob/5.13.x/datadog.conf.example#L28"" rel=""nofollow noreferrer"">this option in your datadog.conf</a>, which must be set to ""true"").</p></li>
<li><p>Second, you'll want to install the appropriate library(ies) for the languages your applications are written in. You can find them all listed in your datadog account on this page: <a href=""https://app.datadoghq.com/apm/docs"" rel=""nofollow noreferrer"">https://app.datadoghq.com/apm/docs</a></p></li>
<li><p>Third, once the trace libraries are installed, you'll want to add trace integrations for the tools you're interested in collecting APM data on, and the instructions for those will be found in each library's docs. (E.g, <a href=""http://pypi.datadoghq.com/trace/docs/"" rel=""nofollow noreferrer"">Python</a>, <a href=""http://www.rubydoc.info/github/DataDog/dd-trace-rb/"" rel=""nofollow noreferrer"">Ruby</a>, and <a href=""https://godoc.org/github.com/DataDog/dd-trace-go/tracer"" rel=""nofollow noreferrer"">Go</a>)</p></li>
</ol>

<p>The integraitons will be a fairly quick way to get pretty granular spans on where your applications have higher latency, errors, etc. If from there you'd like to go even further, each library's docs also have instructions on how you can write your own custom tracing functions to expose more info on your custom applications--that's a little more work, but is fairly straight-forward. You'll probably want to add those bit-by-bit as you go.</p>

<p>Then you'd be all set, I think. You'll be tracing services, resources to get the latency, request-count, and error-count of your application requests, and you can drill down to the flame-graphs to further understand what requests spend the most time where in your applications.</p>

<p>Looking back now, seems like they made some recent changes to the setup process that makes it even easier to get the web framework and database integrations added if you're using Python. They've even got a command line tool in their <a href=""http://pypi.datadoghq.com/trace/docs/#get-started"" rel=""nofollow noreferrer"">get-started section now</a>.</p>

<p>Hope this helps! And reach out to their support team (support@datadoghq.com) if you run into issues along the way--they're always happy to lend a hand.</p>
"
Datadog,52828393,52828258,1,"2018/10/16, 08:20:06",False,"2018/10/16, 08:44:48",21,10510929,2,"<p>You can actually just use:</p>

<pre><code>EOF
@slack-datadog-{{environment.name}}
EOF
</code></pre>

<p>Datadog's monitor templating feature will fill in the blank and forward to the relevant channel as long as you whitelisted it in the integrations tile for Slack.</p>
"
