tool,sentence,neg,pos,neu,com
appdynamics,I really just want to know whether there are certain things to do with the memory performance of a JVM which are lost when it is stopped),0.082,0.131,0.786,0.0972
appdynamics,I'm monitoring a production system with  AppDynamics  and we just had the system slow to a crawl and almost freeze up.,0.057,0.0,0.943,-0.024
appdynamics,"Just prior to this event, AppDynamics is showing all GC activity (minor and major alike) flatline for several minutes...and then come back to life.",0.0,0.0,1.0,0.0
appdynamics,"Even during periods of ultra low load on the system, we still see our JVMs doing  some  GC activity.",0.104,0.0,0.896,-0.2732
appdynamics,We've never had it totally flatline and drop to 0.,0.208,0.0,0.792,-0.3321
appdynamics,Also - the network I/O flatlined at the same instance of time as the GC/memory flatline.,0.0,0.0,1.0,0.0
appdynamics,"So I ask: can something at the system level cause a JVM to freeze, or cause its garbage collection to hang/freeze?",0.0,0.062,0.938,0.0516
appdynamics,This is on a CentOS machine.,0.0,0.0,1.0,0.0
appdynamics,"I have a nodejs project with a few modules, one of them (appdynamics) serving a native binary depending on the platform/architecture of the requester.",0.0,0.0,1.0,0.0
appdynamics,This in combination with the fingerprinting of yarn in the lockfile creates an issue:,0.0,0.139,0.861,0.2732
appdynamics,Yarn does not allow this out of the box because of the aforementioned fingerprinting.,0.114,0.0,0.886,-0.1695
appdynamics,"For now the only workaround I've found is to mount the codebase into a Docker container and run yarn commands from there, then commit the lockfile changes.",0.0,0.081,0.919,0.296
appdynamics,Is there a better way to achieve this?,0.0,0.326,0.674,0.4404
appdynamics,"We have serious application issue at peak time application get very very slow and when i check on AppDynamics matrix, my heap memory is full and GC kicked in every minute and that make it very very slow.",0.035,0.0,0.965,-0.0772
appdynamics,here is the configuration of my java (tomcat),0.0,0.0,1.0,0.0
appdynamics,Java options are  -Djava.awt.headless=true -Xmx2048m -XX:MaxPermSize=256m -XX:+HeapDumpOnOutOfMemoryError -XX:+UseConcMarkSweepGC -XX:+DisableExplicitGC,0.0,0.0,1.0,0.0
appdynamics,Major GC collection time spend per min (ms),0.0,0.0,1.0,0.0
appdynamics,CMS Old Gen usage in MB,0.0,0.0,1.0,0.0
appdynamics,Par Eden space in MB,0.0,0.0,1.0,0.0
appdynamics,Any suggestion why par eden space and old gen hitting hard line?,0.113,0.0,0.887,-0.1027
appdynamics,"Here is the last 12 Hour picture of Heap usage and Major GC collection (in Green dots), GC was very high between  3:00AM to 7:00AM  but when i restart application around  7:30AM  everything is good and application response time was very fast, why reboot fixed everything?",0.0,0.08,0.92,0.5927
appdynamics,Major GC collection time spend per min (ms) after 4GB (Zero Major GC),0.0,0.0,1.0,0.0
appdynamics,CMS Old Gen usage in MB after 4GB Heap,0.0,0.0,1.0,0.0
appdynamics,Par Eden space in MB after 4GB Heap,0.0,0.0,1.0,0.0
appdynamics,I am having issues with concurrency when writing JSON out from my Spring Boot WAR app deployed to Tomcat 8.,0.205,0.0,0.795,-0.6841
appdynamics,In the screenshot from AppDynamics there seems to be a considerable wait when the jackson library is performing _flushBuffer.,0.0,0.0,1.0,0.0
appdynamics,This issue arises under load testing for even a small amount (&lt; 10) users.,0.0,0.0,1.0,0.0
appdynamics,I have configured the messageConverters in my configuration class.,0.0,0.0,1.0,0.0
appdynamics,"I am using 
Spring Boot 1.5.4
Java 1.8
Jackson 2.9.7
Tomcat 8.5.33",0.0,0.0,1.0,0.0
appdynamics,Is it possible to monitor Play Framework application performance with Javamelody?,0.0,0.194,0.806,0.34
appdynamics,I'm using Javamelody with Spring apps.,0.0,0.0,1.0,0.0
appdynamics,I find it much better than free version of AppDynamics or Dyna Trace.,0.0,0.383,0.617,0.7351
appdynamics,You can't use filter for HTTP monitoring or aspect for method monitoring.,0.0,0.0,1.0,0.0
appdynamics,I think I should make something like filter or aspect.,0.0,0.263,0.737,0.3612
appdynamics,I have no idea how to add performance monitoring to JDBC queries.,0.18,0.0,0.82,-0.296
appdynamics,Any ideas?,0.0,0.0,1.0,0.0
appdynamics,My multi-jar app runs in Java 11 and shows a warning related to Log4j2:,0.167,0.0,0.833,-0.34
appdynamics,WARNING: sun.reflect.Reflection.getCallerClass is not supported.,0.629,0.0,0.371,-0.6243
appdynamics,This will impact performance.,0.0,0.0,1.0,0.0
appdynamics,"It doesn't crash, but quite bothers me since the Operations team (AppDynamics monitor) has asked me about it.",0.13,0.08,0.789,-0.2525
appdynamics,"I read that I need to use the ""Multi-Release:true"" entry in the manifest, but I don't kow how to tell the Maven Assembly Plugin to add it.",0.0,0.0,1.0,0.0
appdynamics,I don't use any other plugin in the pom.xml.,0.0,0.0,1.0,0.0
appdynamics,Should I use the  Maven Shade Plugin  instead?,0.0,0.0,1.0,0.0
appdynamics,"Anyway, here's the Maven Assembly Plugin section of my pom.xml.",0.0,0.0,1.0,0.0
appdynamics,"The library I'm including (that I also wrote) uses Log4j 2 as a dependency, as shown below:",0.0,0.0,1.0,0.0
appdynamics,How can I get rid of this warning?,0.314,0.0,0.686,-0.4118
appdynamics,We have developed set of APIs using spring boot.,0.0,0.0,1.0,0.0
appdynamics,"When performance test was run and hitting more than 5000 calls/minute, avg response time started increasing.",0.0,0.0,1.0,0.0
appdynamics,"When we investigated with the help of AppDynamics, more than 2% transactions are having slow response time (more than 1.5 seconds).",0.0,0.119,0.881,0.4019
appdynamics,But the CPU usage is still under 20%.,0.0,0.0,1.0,0.0
appdynamics,And all of them are waiting exactly at the same location i. e  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter:invokeHandlerMethod:827.,0.0,0.0,1.0,0.0
appdynamics,Below is the complete call graph.,0.0,0.0,1.0,0.0
appdynamics,What is the root cause for threads handing at this location?,0.0,0.0,1.0,0.0
appdynamics,Are there any SpringBooot properties to be updated to eliminate this?,0.0,0.0,1.0,0.0
appdynamics,"Following is the source code of RequestMappingHandlerAdapter:invokeHandlerMethod and it hangs at invocableMethod.invokeAndHandle(webRequest, mavContainer);",0.0,0.0,1.0,0.0
appdynamics,"protected ModelAndView invokeHandlerMethod(HttpServletRequest request,
            HttpServletResponse response, HandlerMethod handlerMethod) throws Exception {",0.0,0.244,0.756,0.4404
appdynamics,"Recently, our company is focusing on performance of the application we are developing for long time.",0.0,0.0,1.0,0.0
appdynamics,"One thing we noticed during performance test, certain methods are making so many database calls (over 500 queries)",0.0,0.11,0.89,0.2732
appdynamics,"Then this brings a question like, which methods are doing so many calls and how should be prioritize which method to refactor first.",0.0,0.106,0.894,0.3612
appdynamics,"When we initially try to refactor some of those methods, we observed that it is requiring a lot of effort to reduce the number of round-trips.",0.0,0.051,0.949,0.0772
appdynamics,The reason is our data access layer is pretty much depending on NHibernate ORM framework and we figured out that we have totally misused Lazyloading configuration from the beginning of the development.,0.0,0.094,0.906,0.4939
appdynamics,That is why number of round-trips are huge and impacting the performance a lot.,0.0,0.247,0.753,0.3818
appdynamics,And just correcting Lazy Loading configuration creates a lot of regression.,0.198,0.167,0.635,-0.1027
appdynamics,"Thus, we somehow have to figure out a way to collect number of database call per http request.",0.0,0.075,0.925,0.0772
appdynamics,I have seen some tools like Application Insight or AppDynamics provides overall result for all Dependent calls.,0.0,0.143,0.857,0.3612
appdynamics,But I am just wondering is there a way to collect these traces differently than using those frameworks ?,0.0,0.0,1.0,0.0
appdynamics,"For instance, every time http request is made, can we have attribute in the controller that whenever ExecuteQuery() or SqlDataAdapter.Fill method is called within the call stack of the method, can it increase the counter.",0.0,0.063,0.937,0.3182
appdynamics,I am looking for a solution something like this.,0.0,0.49,0.51,0.5859
appdynamics,Any help is greatly appreciated.,0.0,0.677,0.323,0.7425
appdynamics,Thank you in advance for all suggestions.,0.0,0.294,0.706,0.3612
appdynamics,We have a situation where we have a Grails 2.3.11 based application that uses Quartz (version 2.2.1 / Grails Quartz plugin version 1.0.2) jobs to do certain long running processes (1-5 minutes) in background so that a polling service allows the browser to fetch the progress.,0.0,0.109,0.891,0.5994
appdynamics,This is used primarily for import and export of data from the application.,0.0,0.0,1.0,0.0
appdynamics,"For example, when the application first starts, the export for 200,000+ rows takes approx 2 minutes.",0.0,0.0,1.0,0.0
appdynamics,The following day the export takes 3+ minutes.,0.0,0.0,1.0,0.0
appdynamics,The third day the export takes more than 6 minutes.,0.0,0.0,1.0,0.0
appdynamics,We have narrowed the problem down to just the Quartz jobs.,0.213,0.0,0.787,-0.4019
appdynamics,When the system is in the degraded state all other web pages respond with nearly identical response times as when the system is in optimal condition.,0.096,0.085,0.819,-0.0772
appdynamics,It appears that the Quartz jobs tend to slowdown linearly or incrementally over the period of 2 to 3 days.,0.0,0.0,1.0,0.0
appdynamics,"This may be usage related or time, for which we are uncertain.",0.167,0.0,0.833,-0.296
appdynamics,We are familiar with the memory leak bug  reported by Burt Beckwith  and added the fix to our code.,0.118,0.0,0.882,-0.34
appdynamics,"We were experiencing the memory leak before but now memory management appears to be health, even when the job performance is 5-10x slower than",0.069,0.0,0.931,-0.1779
appdynamics,The jobs use GORM for most of the queries.,0.0,0.0,1.0,0.0
appdynamics,We've optimized some to use criterias with projects so they are light weight but haven't been able to change all the logic over so there are a number of Gorm objects.,0.0,0.121,0.879,0.4302
appdynamics,In the case of the exports we've changed the queries to be read-only.,0.0,0.0,1.0,0.0
appdynamics,The logic also clears out the hibernate session appropriately to limit the number of objects in memory.,0.0,0.148,0.852,0.1531
appdynamics,Here are a few additional details:,0.0,0.0,1.0,0.0
appdynamics,Any suggestions would be greatly appreciated.,0.0,0.418,0.582,0.5563
appdynamics,"Thanks,",0.0,1.0,0.0,0.4404
appdynamics,John,0.0,0.0,1.0,0.0
appdynamics,The following code:,0.0,0.0,1.0,0.0
appdynamics,Has started throwing the following exception on SOME machines.,0.0,0.0,1.0,0.0
appdynamics,What could cause this?,0.0,0.0,1.0,0.0
appdynamics,EDIT: the machines that experience the error are running Windows Server 2008 R2.,0.184,0.0,0.816,-0.4019
appdynamics,Windows Server 2012 and desktop machines running windows 7 work fine.,0.0,0.167,0.833,0.2023
appdynamics,"(this is true, but I now think a different issue is the relevant difference... see below).",0.0,0.128,0.872,0.2263
appdynamics,"EDIT: as an additional note, this occurred right after updating our codebase to Entity Framework 6.1.1.-beta1.",0.0,0.0,1.0,0.0
appdynamics,"In the above code, The IDisposable is a class which wraps an EF DbContext.",0.0,0.0,1.0,0.0
appdynamics,EDIT: why the votes to close?,0.0,0.0,1.0,0.0
appdynamics,EDIT: the stack trace of the failure ends at the  WeakReference&lt;T&gt;  constructor called in the above code:,0.171,0.0,0.829,-0.5106
appdynamics,EDIT: it turns out that the machines having issues with this were running  AppDynamics .,0.0,0.0,1.0,0.0
appdynamics,Uninstalling that seems to have removed the issue.,0.0,0.0,1.0,0.0
appdynamics,Are there any tools that can connect to a remote JVM and log to a file the information which is displayed in the Monitor tab of JVisualVM or the Overview tab of JConsole?,0.0,0.0,1.0,0.0
appdynamics,"I am aware of applications such as AppDynamics etc - this is for a little performance test for a machine which is already set up - even though we have AppDynamics licences, using AppDynamics isn't really an option in this scenario.",0.0,0.0,1.0,0.0
appdynamics,I have spring enterprise app running on JDK 1.6 under Windows 2008.,0.0,0.0,1.0,0.0
appdynamics,The app gets slow or unresponsive at random times.,0.0,0.0,1.0,0.0
appdynamics,I suspect it is memory leak and the GC is kicking into over drive.,0.295,0.0,0.705,-0.5574
appdynamics,How can I troubleshoot this without restarting JVM using java.exe -verbose:gc parameter?,0.0,0.153,0.847,0.2023
appdynamics,I really cannot shutdown this app.,0.0,0.0,1.0,0.0
appdynamics,I'm planning on doing AppDynamics on it once I can restart it but for know what can I do?,0.0,0.0,1.0,0.0
appdynamics,What are my options?,0.0,0.0,1.0,0.0
appdynamics,"I have a requirement to pass  cluster, namespace and pod name to AppDynamics agent from my container deployed in Kubernetes cluster.",0.0,0.0,1.0,0.0
appdynamics,"I tried something as below, but that does not work.",0.0,0.0,1.0,0.0
appdynamics,and,0.0,0.0,1.0,0.0
appdynamics,Could anyone please help me here how to collect the detail and pass to AppD.,0.0,0.278,0.722,0.6124
appdynamics,Thanks in advance.,0.0,0.592,0.408,0.4404
appdynamics,"Have a simple method for connection,",0.0,0.0,1.0,0.0
appdynamics,"In case of URL path not being a valid one, FileNotFoundException is getting logged as an error in AppyDynamics.",0.137,0.0,0.863,-0.4019
appdynamics,How to prevent AppDynamics from catching these exceptions since as part of the code its handled as a boolean return but AppDynamics is flooded with FileNotFoundException.,0.0,0.042,0.958,0.0129
appdynamics,Thanks in advance.,0.0,0.592,0.408,0.4404
appdynamics,"Update 
As per AppDynamics documentation  https://docs.appdynamics.com/display/PRO44/Errors+and+Exceptions 
 An HTTP error response, such as a status code 404 or 500 response  get recorded as a transaction snapshot error.",0.197,0.0,0.803,-0.6597
appdynamics,As i know at this point in my code above response 404 is legitimate.,0.0,0.0,1.0,0.0
appdynamics,How can I modify my code to prevent AppDynamics showing it up ?,0.0,0.099,0.901,0.0258
appdynamics,Any Suggestions will be helpful.,0.0,0.412,0.588,0.4215
appdynamics,I am working on the ASP.NET application which is used by 10K people approx.,0.0,0.0,1.0,0.0
appdynamics,Till last week it was working fine and suddenly from past week it's performance is degraded.,0.151,0.097,0.753,-0.25
appdynamics,"Application is taking too long time to respond, also opening each page taking a lot of time(1-2 mins approx.)",0.0,0.0,1.0,0.0
appdynamics,even though no complex calls or functionality is present.,0.216,0.0,0.784,-0.296
appdynamics,I have checked all stored procedures in database and all are working fine and their execution time is less than 5 seconds.,0.0,0.087,0.913,0.2023
appdynamics,"Also using SAAS AppDynamics tools I have checked all calls and request-response time in each page of the application, but it seems everything to be fine there also.",0.0,0.078,0.922,0.296
appdynamics,All calls between application server and data base server are happening in 2-3 seconds.,0.0,0.0,1.0,0.0
appdynamics,I am not able to find where exactly the issue is.,0.0,0.0,1.0,0.0
appdynamics,Is there any applicaiton like AppDynamics which can be helpful?,0.0,0.398,0.602,0.6486
appdynamics,NOTE : I am using linked server in some stored procedures.,0.0,0.0,1.0,0.0
appdynamics,Need help in identifying the issue.,0.0,0.351,0.649,0.4019
appdynamics,Thanks in advance.,0.0,0.592,0.408,0.4404
appdynamics,My node app's CPU usage is gradually increasing.,0.0,0.0,1.0,0.0
appdynamics,I have found that memory leaks are happening.,0.0,0.0,1.0,0.0
appdynamics,"Through AppDynamics, I have found that there is a significant amount of retained memory which keeps increasing over time under  processImmediate  call tree.",0.0,0.132,0.868,0.2263
appdynamics,"As I drilled in, I found the problem was with  settlePromises  function.",0.231,0.0,0.769,-0.4019
appdynamics,I want to get your opinion on one particular usage of promises I have been using.,0.0,0.245,0.755,0.4404
appdynamics,Looping of promises.,0.0,0.565,0.435,0.3818
appdynamics,Below is a sample function structure of such usage.,0.0,0.0,1.0,0.0
appdynamics,The heap growth over an hour is plotted in the below picture,0.0,0.191,0.809,0.3818
appdynamics,The above function has to perform a synchronous update with the objects in data array.,0.0,0.0,1.0,0.0
appdynamics,Is there a chance of memory leak with this?,0.231,0.192,0.577,-0.1027
appdynamics,I'm very new to nodejs.,0.0,0.0,1.0,0.0
appdynamics,"In my dockerized environment, I want to provide appdynamics support to nodejs apps.",0.0,0.286,0.714,0.4588
appdynamics,This mandates every app to require the following as the first line in their app.,0.0,0.0,1.0,0.0
appdynamics,I plan to do that by providing a wrapper called  appdynamics.js  around the app's entry file.,0.0,0.0,1.0,0.0
appdynamics,Details:,0.0,0.0,1.0,0.0
appdynamics,"I run a script in my nodejs docker image to replace the entry file name in the app's package.json with ""appdynamics.js"", where appdynamics.js has the above appdynamics related require statement.",0.0,0.0,1.0,0.0
appdynamics,"Ex :  {scripts { ""start"" : ""node server.js"" }}  will be replaced with 
  {scripts { ""start"" : ""node appdynamics.js""}}",0.0,0.0,1.0,0.0
appdynamics,"Then, i ""require"" the ""server.js"" inside appdynamics.js.",0.0,0.0,1.0,0.0
appdynamics,Invoke npm start.,0.0,0.0,1.0,0.0
appdynamics,My only concern is this:,0.0,0.0,1.0,0.0
appdynamics,"If the  package.json  had something like scripts  { ""start"" : ""coffee server.coffee"" } , my script will replace it to  { ""start"" : ""coffee appdynamics.js"" } .",0.0,0.122,0.878,0.3612
appdynamics,"and then my script will invoke  npm start , which will error out.",0.197,0.0,0.803,-0.4019
appdynamics,What is the best way to solve this?,0.0,0.5,0.5,0.7184
appdynamics,This is a follow up question to  Use &quot;coffee&quot; instead of &quot;node&quot; command in production,0.0,0.0,1.0,0.0
appdynamics,I am creating a REST api to send message to RabbitMQ and was trying to understand what are the best practice for creating/closing channels.,0.0,0.242,0.758,0.7506
appdynamics,I am using RabbitMQ Java client api.,0.0,0.0,1.0,0.0
appdynamics,Currently I have a class  RabbitMQPublisherConnection  where I spring inject RabbitMQ connection.,0.0,0.0,1.0,0.0
appdynamics,This class is then spring injected to another class  RabbitMQPublisherChannel .,0.0,0.0,1.0,0.0
appdynamics,This class has the following function to create a channel:,0.0,0.208,0.792,0.2732
appdynamics,Now I have the third class  RabbitMQPublisher  where I spring inject  RabbitMQPublisherChannel  class.,0.0,0.0,1.0,0.0
appdynamics,My application context looks like this:,0.0,0.333,0.667,0.3612
appdynamics,The class  RabbitMQPublisher  has the function to publish a message to RabbitMQ:,0.0,0.0,1.0,0.0
appdynamics,This application is run through tomcat and I noticed with AppDynamics that the closing the channel takes like 47% of the total time taken to publish message.,0.0,0.091,0.909,0.3612
appdynamics,When I remove the call to close the channel then I save this 47% of time which is like 32ms but then I notice in my RabbitMQ management console that the number of channel is ever increasing for that connection.,0.0,0.135,0.865,0.5106
appdynamics,So my questions are -,0.0,0.0,1.0,0.0
appdynamics,Thanks,0.0,1.0,0.0,0.4404
appdynamics,"So, detailed description.",0.0,0.0,1.0,0.0
appdynamics,I'm working on a microservice framework that uses Rabbit as the event bus.,0.0,0.0,1.0,0.0
appdynamics,"Each service runs on it's own dedicated VM inside a Tomcat container (4 cores, 4GB RAM of which 2 are available to Tomcat).",0.0,0.13,0.87,0.4588
appdynamics,Each service both consumes and publishes messages back to Rabbit.,0.0,0.0,1.0,0.0
appdynamics,"When I crank up the consumers, channel settings and prefetch size I can get an individual service to perform well.",0.0,0.11,0.89,0.2732
appdynamics,"My problem comes when I try to test scalability, i.e.",0.252,0.0,0.748,-0.4019
appdynamics,a 2nd VM instance with the service running on it.,0.0,0.0,1.0,0.0
appdynamics,"Instead of the throughput doubling (or at least increasing), it can actually get slower, and I'm very confused.",0.132,0.0,0.868,-0.3804
appdynamics,"I've checked for errors and exceptions in the service, used analytics tools (AppDynamics) to check the time spent in the service and the resources used, and everything looks fine, so as far as I can tell it's my Rabbit configuration that's the problem.",0.111,0.039,0.85,-0.5106
appdynamics,"The specific settings used to achieve high performance for one service are:
-Consumers: 20.",0.0,0.0,1.0,0.0
appdynamics,"-Channel cache size: 200
-Prefetch: 500",0.0,0.0,1.0,0.0
appdynamics,Using this it seems to work quite well.,0.0,0.255,0.745,0.3384
appdynamics,"However when I add the second service the queues aren't being consumed as fast and they start to back up quite quickly, and I'm at a loss to understand why.",0.078,0.0,0.922,-0.3182
appdynamics,I've experimented a little with the settings above but can't seem to get anywhere.,0.0,0.0,1.0,0.0
appdynamics,"I don't have any access to the Rabbit cluster to change settings so I can't do anything there, but I have full control over the VM my service runs in (Java settings, Tomcat, Rabbit settings..)",0.0,0.0,1.0,0.0
appdynamics,"The service doesn't do anything explicit with connections or ack policies, so it's possible they may need to be tweaked?",0.0,0.0,1.0,0.0
appdynamics,"A few articles mention that there should be one channel per consumer (or even 1 for consume and 1 for publish), but that makes things slower than the larger figure above..",0.0,0.0,1.0,0.0
appdynamics,"I'm at a loss, so any help is appreciated, more details can be provided.",0.124,0.338,0.538,0.6096
appdynamics,"Java: 7
Spring Core: 3.2.2
Rabbit AMQP: 3.1.2
Spring Rabbit: 1.3.5
Spring AMQP: 1.3.5",0.0,0.0,1.0,0.0
appdynamics,"EDIT: I'm using a ConnectionFactory in Spring XML config (defaults to a CachingConnectionFactory I believe) that I set the channel cache size on, and then set the factory into the listener container, dunno if that helps..",0.0,0.0,1.0,0.0
appdynamics,"I have an Spring+Hibernate+Tomcat+MySql application in production, I'm running into a problem.",0.231,0.0,0.769,-0.4019
appdynamics,"I think the application is not closing it's jdbc connections, and when it reaches its limits (currently 200), the application stop responding, and I have to restart tomcat.",0.08,0.044,0.876,-0.25
appdynamics,Do I need to close this connections somewhere ?,0.0,0.0,1.0,0.0
appdynamics,Here is my Datasource:,0.0,0.0,1.0,0.0
appdynamics,"And here is an image of the appdynamics monitoring the connections, from 3 days until now",0.0,0.0,1.0,0.0
appdynamics,Here is a excerpt of the error I get on the catalina.out log file:,0.197,0.0,0.803,-0.4019
appdynamics,type Exception report,0.0,0.0,1.0,0.0
appdynamics,"message Request processing failed; nested exception is
  org.hibernate.exception.JDBCConnectionException: Cannot open
  connection",0.248,0.0,0.752,-0.5106
appdynamics,description  The server encountered an internal error that prevented it from fulfilling this request.,0.171,0.07,0.759,-0.3818
appdynamics,exception,0.0,0.0,1.0,0.0
appdynamics,"org.springframework.web.util.NestedServletException: Request
  processing failed; nested exception is
  org.hibernate.exception.JDBCConnectionException: Cannot open
  connection
  org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:932)
  org.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:816)
  javax.servlet.http.",0.202,0.0,0.798,-0.5106
appdynamics,.,0.0,0.0,0.0,0.0
appdynamics,.,0.0,0.0,0.0,0.0
appdynamics,.,0.0,0.0,0.0,0.0
appdynamics,root cause,0.0,0.0,1.0,0.0
appdynamics,"org.hibernate.exception.JDBCConnectionException: Cannot open
  connection
  org.hibernate.exception.SQLStateConverter.convert(SQLStateConverter.java:99)
  org.hibernate.exception.JDBCExceptionHelper.convert(JDBCExceptionHelper.java:66)
  org.hibernate.exception.JDBCExceptionHelper.convert(JDBCExceptionHelper.java:52)
  org.hibernate.jdbc.ConnectionManager.",0.0,0.0,1.0,0.0
appdynamics,.,0.0,0.0,0.0,0.0
appdynamics,.,0.0,0.0,0.0,0.0
appdynamics,.,0.0,0.0,0.0,0.0
appdynamics,root cause,0.0,0.0,1.0,0.0
appdynamics,"com.mysql.jdbc.exceptions.jdbc4.MySQLNonTransientConnectionException:
   Too many connections 
  sun.reflect.GeneratedConstructorAccessor67.newInstance(Unknown Source)
  sun.reflect.DelegatingConstructorAccessorImpl.newInstance(DelegatingConstructorAccessorImpl.java:27)
  java.lang.reflect.Constructor.newInstance(Constructor.java:513)
  com.mysql.jdbc.Util.handleNewInstance(Util.java:406)
  com.mysql.jdbc.Util.getInstance(Util.java:381)
  com.mysql.jdbc.SQLError.",0.0,0.0,1.0,0.0
appdynamics,UPDATE,0.0,0.0,1.0,0.0
appdynamics,The Category domain object is mapped like this:,0.0,0.263,0.737,0.3612
appdynamics,"So my guess is, taking mithridas comments into account, that I´m using the hibernate  session´s manually, And I would need to close them with something like this:",0.0,0.091,0.909,0.3612
appdynamics,Or i could implement @PersistenceContext.,0.0,0.0,1.0,0.0
appdynamics,Would anyone direct me to this implementations so I can evaluate which is best for us to use ?,0.0,0.208,0.792,0.6369
appdynamics,Thank you.,0.0,0.714,0.286,0.3612
appdynamics,"UPDATE2: 
Added more info in answer to James Massey comment:",0.0,0.0,1.0,0.0
appdynamics,"These are my: datasource, sessionFactory, transactionManager, and categoryDAO sessionFactory assignment:",0.0,0.0,1.0,0.0
appdynamics,"I am confused where to set enviroment variables in Ubuntu 12.04
Now I am giving like this {editing 2 files to set path variables }",0.091,0.194,0.714,0.3818
appdynamics,export JAVA_OPTS=&quot;$JAVA_OPTS -Xms1024M -Xmx2048M -XX:MaxPermSize=1024M -XX:PermSize=128M&quot;,0.0,0.0,1.0,0.0
appdynamics,#------------------- PATH SETTINGS ------------------#,0.0,0.0,1.0,0.0
appdynamics,"#-------- Ant Home  
ANT_HOME=/programs/apache-ant-1.8.0",0.0,0.0,1.0,0.0
appdynamics,"#-------- Maven Home  
M2_HOME=/programs/apache-maven-3.2.1",0.0,0.0,1.0,0.0
appdynamics,"# --------- JDK 1.6 Home  
JAVA_HOME=/programs/java/jdk1.6.0_37",0.0,0.0,1.0,0.0
appdynamics,"# ----------JDK 1.7 Home  
#JAVA_HOME=/programs/java/jdk1.7.0_09",0.0,0.0,1.0,0.0
appdynamics,"# ------------- Path Settings  
PATH=$PATH:$JAVA_HOME/bin:$ANT_HOME/bin:$M2_HOME/bin",0.0,0.0,1.0,0.0
appdynamics,"#----------Enabling AppDynamics Viewer---------  
PATH=$PATH:/programs/AppDynamicsLite/LiteViewer",0.0,0.0,1.0,0.0
appdynamics,"I am getting no errors as all paths are set and i can use JAVA, JAVAC, ANT &amp; MAVEN
I am not prefixing export command to set paths in .profile
Only heap settings are put in .bashrc",0.126,0.0,0.874,-0.5574
appdynamics,"but i havenot used ANT_OPTS and MAVEN_OPTS
Hence i am confused whether they are needed or not",0.174,0.0,0.826,-0.4497
appdynamics,I am using a Java web application called AR System.,0.0,0.0,1.0,0.0
appdynamics,"After installing the PHP-Java Bridge, I started seeing  java.lang.OutOfMemoryError: PermGen space error  in the Tomcat logs.",0.162,0.0,0.838,-0.4019
appdynamics,"(I see in Windows Task Manager that there are 6 PHP-CGI.exe processes, all similar in memory footprint, give or take 5 MB).",0.0,0.0,1.0,0.0
appdynamics,"It would occur every other day or so and then shortened to every day, sometimes twice a day.",0.0,0.0,1.0,0.0
appdynamics,"Consequently, the application hangs and I have to restart it.",0.0,0.0,1.0,0.0
appdynamics,And I added a Windows Task to restart Tomcat during non-peak hours to give me some cushion.,0.0,0.0,1.0,0.0
appdynamics,I suspected a memory leak and started doing some research.,0.417,0.0,0.583,-0.5106
appdynamics,"Normally, Tomcat sits at around 300-350 MB.",0.0,0.0,1.0,0.0
appdynamics,"With the PHP-Java Bridge, memory jumped up significantly.",0.0,0.0,1.0,0.0
appdynamics,"In fact, the error has occurred anywhere from 450-600 MB.",0.231,0.0,0.769,-0.4019
appdynamics,"I learned that default PermGen is 64MB and PermGen should be set to 1/4, up to 1/3 of Tomcat memory (sorry, I don't recall the link).",0.0,0.0,1.0,0.0
appdynamics,"Tomcat is running under Windows Services at this point, and I added the following to its properties:",0.0,0.0,1.0,0.0
appdynamics,I enforced GC on PermGen memory and increased the size from the default 64 MB size to 128-256 MB.,0.0,0.11,0.89,0.2732
appdynamics,"Memory went up all the way to 800-850 MB, slowly, but it wasn't hanging during peak hours, albeit I still had Tomcat intentionally restart during non-peak hours, via a Windows Task.",0.0,0.0,1.0,0.0
appdynamics,"If I take off the restart, it  MIGHT  eventually hang but I haven't tried it.",0.0,0.0,1.0,0.0
appdynamics,I still suspected a memory leak.,0.683,0.0,0.317,-0.5106
appdynamics,"I installed a trial version of AppDynamics to monitor the application, its memory, and run leak detection.",0.146,0.0,0.854,-0.34
appdynamics,"Additionally, to use tools like VisualVM and Memory Analyzer (MAT), I disabled The Tomcat Windows service and ran Tomcat from the Windows Command Line, via catalina.bat.",0.0,0.094,0.906,0.3612
appdynamics,"I appended Java Options to the file; I made sure Tomcat memory was 1024 MB, Perm Gen was 128/256 MB, and ensured PHP-Java Bridge and AppDynamics was running.",0.0,0.084,0.916,0.3182
appdynamics,"As of right now, PermGen is holding at 163 MB used, and AppDynamic's Automatic Leak Detection did not detect any leaks with any Java Collections.",0.091,0.0,0.909,-0.34
appdynamics,"I fired up MAT, created a heap dump and analyzed for leaks.",0.408,0.132,0.461,-0.6369
appdynamics,"When I ran it yesterday, it found three possible suspects:",0.231,0.0,0.769,-0.34
appdynamics,"When I ran it today, it found 2 possible suspects:",0.255,0.0,0.745,-0.34
appdynamics,"So, with MAT and AppDynamics, it appears that no memory leaks were detected for classes directly related to the PHP-Java Bridge JAR files.",0.091,0.0,0.909,-0.296
appdynamics,"I haven't tried using Plumbr, but I can't find the free beta version.",0.262,0.0,0.738,-0.5504
